Year,Month,Day,Hour,Minute,Second,Date (ISO Format),Station Latitude,Station Longitude,Station Elevation,Timestamp (Epoch),ZWD Observation,Satellite Azimuth,Satellite Elevation,Temperature (°C),Pressure (hPa),Humidity (%),Actual Measured PW
2023,1,23,23,0,0,2023-01-23T23:00:00,-66.284,110.52,50,1674514800,2135.932,74.1,29.1,-5.32,961.15,79.93,3.61
2023,4,8,22,0,0,2023-04-08T22:00:00,-66.284,110.52,50,1680991200,2181.392,107.6,19.9,-7.24,974.59,64.13,4.28
2023,1,2,10,0,0,2023-01-02T10:00:00,0.448,9.412,40,1672653600,2277.678,132.5,63.6,27.44,1009.26,85.52,52.32
2023,1,3,10,0,0,2023-01-03T10:00:00,46.877,7.465,956,1672740000,2141.036,158.3,78.9,7.94,959.13,92.56,15.53
2023,2,18,11,0,0,2023-02-18T11:00:00,50.799,4.36,150,1676718000,2291.228,170.6,74.7,10.44,1014.59,82.9,22.77
2023,4,22,12,0,0,2023-04-22T12:00:00,-29.046,115.347,250,1682164800,2236.401,303.5,76.5,19.21,994.87,37.79,11.57
2023,2,9,7,0,0,2023-02-09T07:00:00,38.921,-77.066,85,1675926000,2333.141,56.6,65.7,9.51,1024.64,88.53,13.59
2023,4,21,2,0,0,2023-04-21T02:00:00,16.883,-25.083,20,1682042400,2163.2,26.4,34.1,29.18,969.65,18.65,20.1
2023,1,25,15,0,0,2023-01-25T15:00:00,13.021,77.572,844,1674658800,1999.793,288.2,55.3,21.19,916.98,55.8,18.76
2023,3,24,0,0,0,2023-03-24T00:00:00,49.144,12.879,625,1679616000,2098.128,345.2,29.0,11.44,940.12,72.13,19.4
2023,1,25,7,0,0,2023-01-25T07:00:00,40.649,16.705,287,1674630000,2220.857,146.2,57.9,6.71,989.8,90.59,15.31
2023,4,19,2,0,0,2023-04-19T02:00:00,46.877,7.465,956,1681869600,2106.291,55.1,34.9,6.55,948.37,90.69,11.55
2023,1,9,13,0,0,2023-01-09T13:00:00,30.033,31.233,234,1673269200,2284.502,207.5,75.3,18.52,1006.9,52.26,17.77
2023,3,8,6,0,0,2023-03-08T06:00:00,76.537,-68.703,46,1678255200,2295.06,29.7,32.0,-7.86,1014.85,75.91,3.09
2023,1,24,12,0,0,2023-01-24T12:00:00,26.209,50.586,10,1674561600,2312.51,230.1,72.2,17.34,1017.82,84.86,24.29
2023,1,25,7,0,0,2023-01-25T07:00:00,13.021,77.572,844,1674630000,2023.685,204.2,50.7,24.8,916.47,48.31,19.33
2023,3,22,19,0,0,2023-03-22T19:00:00,39.609,115.893,87,1679511600,2288.511,64.3,25.9,8.56,1008.97,14.57,4.17
2023,4,11,0,0,0,2023-04-11T00:00:00,-66.284,110.52,50,1681171200,2197.547,135.3,31.2,-11.55,981.77,83.67,2.73
2023,3,28,3,0,0,2023-03-28T03:00:00,-63.321,-57.902,15,1679972400,2191.69,340.1,27.1,-0.25,973.79,85.96,11.19
2023,2,2,4,0,0,2023-02-02T04:00:00,-5.932,106.917,25,1675310400,2309.175,192.1,41.7,27.0,1011.14,85.76,59.17
2023,3,6,11,0,0,2023-03-06T11:00:00,26.209,50.586,10,1678100400,2301.363,193.8,58.5,23.31,1015.43,63.17,18.4
2023,1,27,5,0,0,2023-01-27T05:00:00,76.537,-68.703,46,1674795600,2228.832,4.1,50.2,-1.22,990.94,79.06,7.52
2023,3,24,5,0,0,2023-03-24T05:00:00,-25.953,28.077,1400,1679634000,1813.533,123.9,41.5,15.5,855.45,90.27,30.83
2023,4,7,7,0,0,2023-04-07T07:00:00,-43.967,-176.55,147,1680850800,2311.636,309.1,49.6,7.7,1020.6,75.06,10.74
2023,4,13,1,0,0,2023-04-13T01:00:00,40.649,16.705,287,1681347600,2204.886,4.5,29.3,8.29,978.66,94.23,14.35
2023,1,19,13,0,0,2023-01-19T13:00:00,50.799,4.36,150,1674133200,2252.941,199.5,57.9,2.63,999.05,84.9,7.62
2023,3,24,19,0,0,2023-03-24T19:00:00,13.021,77.572,844,1679684400,2010.87,18.2,25.3,23.9,915.9,73.17,28.97
2023,3,3,22,0,0,2023-03-03T22:00:00,39.609,115.893,87,1677880800,2281.999,83.8,25.3,3.02,1013.55,45.82,4.81
2023,4,9,21,0,0,2023-04-09T21:00:00,0.448,9.412,40,1681074000,2301.885,302.9,37.1,25.86,1009.07,90.19,50.78
2023,1,1,13,0,0,2023-01-01T13:00:00,0.448,9.412,40,1672578000,2276.192,205.3,64.9,26.41,1007.05,89.71,51.49
2023,3,12,15,0,0,2023-03-12T15:00:00,38.921,-77.066,85,1678633200,2295.856,150.8,76.3,17.51,1013.11,72.25,21.13
2023,4,26,22,0,0,2023-04-26T22:00:00,-29.046,115.347,250,1682546400,2260.799,72.8,26.4,13.21,995.45,85.65,16.43
2023,3,4,3,0,0,2023-03-04T03:00:00,39.609,115.893,87,1677898800,2313.44,177.7,26.5,11.55,1015.86,36.41,5.78
2023,3,6,13,0,0,2023-03-06T13:00:00,-66.284,110.52,50,1678107600,2212.252,290.1,82.9,-1.94,986.13,78.19,9.18
2023,2,4,3,0,0,2023-02-04T03:00:00,38.921,-77.066,85,1675479600,2327.707,346.0,30.5,10.26,1024.98,83.45,5.34
2023,4,28,13,0,0,2023-04-28T13:00:00,-15.947,-47.928,1107,1682686800,2307.656,125.7,69.8,22.94,1015.78,73.32,28.44
2023,3,6,3,0,0,2023-03-06T03:00:00,-15.947,-47.928,1107,1678071600,2300.357,331.7,36.3,23.64,1014.76,76.48,23.14
2023,4,12,13,0,0,2023-04-12T13:00:00,50.799,4.36,150,1681304400,2244.715,220.7,79.1,9.4,991.68,77.76,12.36
2023,2,4,20,0,0,2023-02-04T20:00:00,50.799,4.36,150,1675540800,2357.662,303.2,36.0,7.71,1030.42,95.68,10.56
2023,3,21,18,0,0,2023-03-21T18:00:00,16.883,-25.083,20,1679421600,2198.328,268.8,49.6,32.15,973.16,12.61,8.85
2023,2,23,3,0,0,2023-02-23T03:00:00,50.799,4.36,150,1677121200,2279.287,79.0,33.7,7.18,1005.15,99.59,17.58
2023,2,20,19,0,0,2023-02-20T19:00:00,-29.046,115.347,250,1676919600,2204.602,60.9,29.4,19.35,983.9,99.47,17.18
2023,3,25,19,0,0,2023-03-25T19:00:00,26.209,50.586,10,1679770800,2295.157,319.0,49.7,22.31,1011.52,73.4,19.88
2023,3,23,19,0,0,2023-03-23T19:00:00,46.877,7.465,956,1679598000,2080.568,264.7,41.7,13.04,941.86,65.17,18.26
2023,2,16,1,0,0,2023-02-16T01:00:00,49.144,12.879,625,1676509200,2108.26,27.2,15.8,-2.92,955.96,92.36,5.81
2023,4,1,2,0,0,2023-04-01T02:00:00,76.537,-68.703,46,1680314400,2329.5,346.1,26.0,-6.34,1022.64,71.33,3.57
2023,1,4,9,0,0,2023-01-04T09:00:00,-25.953,28.077,1400,1672822800,1805.694,167.5,57.3,25.35,850.02,48.36,21.84
2023,3,9,12,0,0,2023-03-09T12:00:00,46.877,7.465,956,1678363200,2070.884,209.9,64.3,14.64,935.94,43.65,10.85
2023,4,13,11,0,0,2023-04-13T11:00:00,-43.967,-176.55,147,1681383600,2325.931,343.7,83.9,10.86,1020.03,87.04,15.6
2023,4,7,21,0,0,2023-04-07T21:00:00,13.021,77.572,844,1680901200,2002.544,29.1,23.1,22.08,916.43,72.3,20.45
2023,1,7,9,0,0,2023-01-07T09:00:00,39.609,115.893,87,1673082000,2294.258,239.4,58.0,4.9,1009.96,25.75,6.23
2023,2,8,9,0,0,2023-02-08T09:00:00,38.921,-77.066,85,1675846800,2317.363,48.1,70.8,11.23,1018.73,90.12,17.38
2023,2,19,17,0,0,2023-02-19T17:00:00,49.144,12.879,625,1676826000,2098.683,251.6,61.4,5.73,951.1,89.31,12.63
2023,3,1,9,0,0,2023-03-01T09:00:00,-66.284,110.52,50,1677661200,2171.893,238.5,55.1,-6.05,974.0,58.45,2.02
2023,1,13,2,0,0,2023-01-13T02:00:00,13.021,77.572,844,1673575200,2005.868,114.2,20.1,15.83,917.36,82.46,7.36
2023,2,4,13,0,0,2023-02-04T13:00:00,49.144,12.879,625,1675515600,2138.26,228.5,74.1,0.95,960.95,58.72,4.6
2023,3,6,19,0,0,2023-03-06T19:00:00,40.649,16.705,287,1678129200,2183.835,304.8,36.6,10.04,979.54,73.04,10.04
2023,4,28,15,0,0,2023-04-28T15:00:00,-15.947,-47.928,1107,1682694000,2290.728,172.7,63.5,23.03,1014.7,73.13,29.35
2023,2,4,18,0,0,2023-02-04T18:00:00,0.448,9.412,40,1675533600,2272.272,288.4,52.7,26.18,1007.51,87.13,50.89
2023,1,23,0,0,0,2023-01-23T00:00:00,-5.28,-35.955,15,1674432000,2276.467,344.9,17.9,26.84,1010.63,75.11,47.47
2023,3,29,12,0,0,2023-03-29T12:00:00,0.448,9.412,40,1680091200,2294.198,200.7,62.3,27.75,1010.36,82.99,56.12
2023,1,1,23,0,0,2023-01-01T23:00:00,39.609,115.893,87,1672614000,2341.894,120.7,23.0,-6.08,1029.55,46.69,4.34
2023,1,21,11,0,0,2023-01-21T11:00:00,76.537,-68.703,46,1674298800,2279.154,78.7,73.6,-3.36,1007.1,71.89,4.39
2023,1,1,23,0,0,2023-01-01T23:00:00,-63.321,-57.902,15,1672614000,2182.967,299.6,30.8,-0.69,978.19,85.37,6.32
2023,3,24,8,0,0,2023-03-24T08:00:00,-5.28,-35.955,15,1679644800,2301.835,102.1,48.7,27.48,1012.54,75.39,46.32
2023,3,3,13,0,0,2023-03-03T13:00:00,0.448,9.412,40,1677848400,2274.146,181.4,83.7,29.74,1006.71,73.6,47.91
2023,1,11,8,0,0,2023-01-11T08:00:00,26.209,50.586,10,1673424000,2337.45,184.0,53.4,15.48,1023.73,79.44,14.14
2023,2,24,14,0,0,2023-02-24T14:00:00,38.921,-77.066,85,1677247200,2270.823,142.5,63.5,10.04,1003.36,71.83,15.6
2023,4,2,19,0,0,2023-04-02T19:00:00,16.883,-25.083,20,1680462000,2175.922,279.5,26.5,34.08,974.52,6.22,9.62
2023,2,21,15,0,0,2023-02-21T15:00:00,49.144,12.879,625,1676991600,2080.74,223.4,73.9,10.52,946.23,70.75,12.69
2023,2,15,0,0,0,2023-02-15T00:00:00,-5.932,106.917,25,1676419200,2287.178,117.0,10.0,25.94,1010.24,86.72,55.89
2023,4,14,22,0,0,2023-04-14T22:00:00,-66.284,110.52,50,1681509600,2198.429,109.6,22.0,-3.64,982.08,77.91,6.55
2023,2,21,11,0,0,2023-02-21T11:00:00,39.609,115.893,87,1676977200,2324.038,278.1,60.5,0.38,1024.76,51.16,6.66
2023,4,27,2,0,0,2023-04-27T02:00:00,-66.284,110.52,50,1682560800,2194.604,145.5,35.6,-8.14,977.78,66.04,4.24
2023,2,4,6,0,0,2023-02-04T06:00:00,0.448,9.412,40,1675490400,2300.828,112.2,30.3,25.52,1008.87,91.38,48.08
2023,3,23,16,0,0,2023-03-23T16:00:00,46.877,7.465,956,1679587200,2093.792,243.1,46.1,15.36,942.28,48.89,19.38
2023,4,6,23,0,0,2023-04-06T23:00:00,16.883,-25.083,20,1680822000,2169.994,338.9,34.1,29.46,973.1,14.05,18.38
2023,3,24,9,0,0,2023-03-24T09:00:00,0.448,9.412,40,1679648400,2294.282,164.1,61.2,24.76,1011.74,91.72,57.99
2023,4,2,8,0,0,2023-04-02T08:00:00,-29.046,115.347,250,1680422400,2222.102,255.3,52.2,28.39,985.29,43.66,21.56
2023,2,22,12,0,0,2023-02-22T12:00:00,76.537,-68.703,46,1677067200,2251.482,120.9,77.8,0.2,997.87,83.38,7.35
2023,4,24,9,0,0,2023-04-24T09:00:00,-5.932,106.917,25,1682326800,2291.931,215.1,63.0,28.86,1008.59,79.96,54.8
2023,2,9,11,0,0,2023-02-09T11:00:00,0.448,9.412,40,1675940400,2284.211,182.5,73.7,29.21,1009.44,76.45,48.84
2023,1,28,23,0,0,2023-01-28T23:00:00,76.537,-68.703,46,1674946800,2248.948,262.5,34.4,-4.95,994.97,66.74,2.89
2023,4,25,9,0,0,2023-04-25T09:00:00,-15.947,-47.928,1107,1682413200,2306.046,61.7,59.2,22.77,1015.27,68.98,22.39
2023,3,14,8,0,0,2023-03-14T08:00:00,-5.932,106.917,25,1678780800,2303.212,218.8,47.9,28.14,1009.28,75.95,55.18
2023,1,7,20,0,0,2023-01-07T20:00:00,-25.953,28.077,1400,1673121600,1819.17,318.3,33.1,16.95,853.62,74.65,20.46
2023,3,20,14,0,0,2023-03-20T14:00:00,16.883,-25.083,20,1679320800,2181.528,187.4,69.8,37.19,972.05,6.43,8.98
2023,3,8,7,0,0,2023-03-08T07:00:00,50.799,4.36,150,1678258800,2226.562,88.9,42.7,0.4,985.17,99.99,14.31
2023,2,19,1,0,0,2023-02-19T01:00:00,49.144,12.879,625,1676768400,2085.363,28.7,15.8,6.57,947.9,92.22,13.47
2023,4,5,7,0,0,2023-04-05T07:00:00,49.144,12.879,625,1680678000,2106.381,129.1,37.9,-1.37,949.88,63.08,5.61
2023,3,11,13,0,0,2023-03-11T13:00:00,26.209,50.586,10,1678539600,2301.493,242.6,75.6,20.89,1014.39,82.53,23.54
2023,3,31,11,0,0,2023-03-31T11:00:00,26.209,50.586,10,1680260400,2264.603,195.2,63.5,23.78,1007.78,67.55,23.56
2023,4,23,15,0,0,2023-04-23T15:00:00,26.209,50.586,10,1682262000,2265.107,284.6,77.7,26.71,1006.62,68.35,21.81
2023,2,25,12,0,0,2023-02-25T12:00:00,-29.046,115.347,250,1677326400,2214.602,309.2,69.7,30.38,985.16,30.92,22.69
2023,3,24,12,0,0,2023-03-24T12:00:00,30.033,31.233,234,1679659200,2233.702,210.1,84.2,30.96,993.97,23.03,16.94
2023,3,31,10,0,0,2023-03-31T10:00:00,13.021,77.572,844,1680256800,1993.138,233.0,59.9,30.96,912.03,42.49,30.76
2023,1,22,20,0,0,2023-01-22T20:00:00,38.921,-77.066,85,1674417600,2311.588,239.5,28.3,10.71,1016.29,41.23,5.64
2023,4,1,2,0,0,2023-04-01T02:00:00,38.921,-77.066,85,1680314400,2307.504,325.0,22.3,19.09,1012.27,55.84,20.92
2023,3,24,9,0,0,2023-03-24T09:00:00,-43.967,-176.55,147,1679648400,2306.951,337.4,52.4,8.41,1016.34,86.33,15.57
2023,3,3,1,0,0,2023-03-03T01:00:00,-25.953,28.077,1400,1677805200,1810.661,17.6,12.5,15.68,851.39,85.11,23.48
2023,2,12,1,0,0,2023-02-12T01:00:00,-66.284,110.52,50,1676163600,2163.666,107.3,26.3,0.62,969.78,75.17,9.09
2023,2,27,0,0,0,2023-02-27T00:00:00,-63.321,-57.902,15,1677456000,2138.473,282.8,10.0,0.32,965.88,86.24,6.52
2023,3,23,3,0,0,2023-03-23T03:00:00,40.649,16.705,287,1679540400,2236.832,65.7,15.2,7.47,985.51,87.53,11.42
2023,4,21,20,0,0,2023-04-21T20:00:00,-15.947,-47.928,1107,1682107200,2292.67,249.7,41.8,23.54,1012.21,81.62,29.55
2023,3,25,16,0,0,2023-03-25T16:00:00,49.144,12.879,625,1679760000,2081.762,255.8,61.1,7.3,938.69,75.09,9.78
2023,4,10,3,0,0,2023-04-10T03:00:00,-15.947,-47.928,1107,1681095600,2303.2,2.8,35.6,22.86,1015.19,76.85,23.9
2023,2,4,22,0,0,2023-02-04T22:00:00,-5.932,106.917,25,1675548000,2271.052,104.9,12.3,26.39,1008.97,87.33,50.58
2023,4,4,19,0,0,2023-04-04T19:00:00,-63.321,-57.902,15,1680634800,2232.693,212.7,26.3,-1.16,993.74,71.07,6.3
2023,3,23,3,0,0,2023-03-23T03:00:00,39.609,115.893,87,1679540400,2300.428,140.8,41.7,10.94,1013.7,13.58,5.94
2023,3,17,13,0,0,2023-03-17T13:00:00,-25.953,28.077,1400,1679058000,1810.97,250.2,77.9,25.9,850.74,41.25,20.76
2023,1,2,19,0,0,2023-01-02T19:00:00,26.209,50.586,10,1672686000,2338.064,326.5,35.5,17.22,1026.79,79.31,35.38
2023,3,16,5,0,0,2023-03-16T05:00:00,-66.284,110.52,50,1678942800,2149.677,209.6,30.0,-6.34,958.12,59.12,4.77
2023,2,8,1,0,0,2023-02-08T01:00:00,-29.046,115.347,250,1675818000,2237.297,148.4,27.4,27.06,986.62,41.9,12.53
2023,2,6,23,0,0,2023-02-06T23:00:00,46.877,7.465,956,1675724400,2130.798,14.6,28.0,-0.42,957.59,72.09,4.86
2023,3,10,9,0,0,2023-03-10T09:00:00,-15.947,-47.928,1107,1678438800,2298.453,105.2,49.8,23.61,1015.13,62.2,19.72
2023,2,7,14,0,0,2023-02-07T14:00:00,-43.967,-176.55,147,1675778400,2299.58,18.1,53.7,12.23,1012.57,94.34,22.92
2023,1,12,23,0,0,2023-01-12T23:00:00,76.537,-68.703,46,1673564400,2251.823,264.5,28.1,-7.42,996.56,78.6,4.23
2023,1,23,9,0,0,2023-01-23T09:00:00,-43.967,-176.55,147,1674464400,2267.079,298.3,60.8,6.44,1005.55,68.23,7.65
2023,3,3,15,0,0,2023-03-03T15:00:00,40.649,16.705,287,1677855600,2202.088,223.5,59.6,12.04,982.59,64.16,14.2
2023,2,23,9,0,0,2023-02-23T09:00:00,-63.321,-57.902,15,1677142800,2207.463,58.8,48.5,0.04,980.6,85.93,9.06
2023,3,10,16,0,0,2023-03-10T16:00:00,-5.932,106.917,25,1678464000,2299.683,15.8,43.1,26.4,1012.84,85.8,56.1
2023,2,18,3,0,0,2023-02-18T03:00:00,40.649,16.705,287,1676689200,2254.371,61.4,17.6,3.64,998.76,93.09,10.99
2023,2,20,16,0,0,2023-02-20T16:00:00,16.883,-25.083,20,1676908800,2190.313,224.6,68.9,32.1,976.94,5.48,11.43
2023,2,28,8,0,0,2023-02-28T08:00:00,-25.953,28.077,1400,1677571200,1804.093,152.9,52.7,23.7,852.22,54.9,25.48
2023,1,16,15,0,0,2023-01-16T15:00:00,39.609,115.893,87,1673881200,2296.02,344.4,70.1,-6.01,1017.23,46.84,2.91
2023,4,5,22,0,0,2023-04-05T22:00:00,30.033,31.233,234,1680732000,2274.989,8.1,29.0,15.97,1007.09,65.14,12.1
2023,4,14,12,0,0,2023-04-14T12:00:00,0.448,9.412,40,1681473600,2270.625,200.6,66.1,27.81,1007.1,80.95,59.54
2023,4,30,1,0,0,2023-04-30T01:00:00,38.921,-77.066,85,1682816400,2269.771,293.8,15.2,18.26,1009.98,88.02,27.25
2023,4,19,22,0,0,2023-04-19T22:00:00,-5.932,106.917,25,1681941600,2286.255,63.6,16.5,26.91,1007.4,86.57,55.79
2023,4,1,9,0,0,2023-04-01T09:00:00,30.033,31.233,234,1680339600,2287.081,181.5,67.8,19.8,1009.82,41.05,11.1
2023,1,7,16,0,0,2023-01-07T16:00:00,50.799,4.36,150,1673107200,2256.558,260.7,70.3,10.26,997.73,72.05,19.69
2023,1,27,9,0,0,2023-01-27T09:00:00,13.021,77.572,844,1674810000,1991.191,198.1,59.0,27.93,914.65,31.3,13.15
2023,4,18,19,0,0,2023-04-18T19:00:00,16.883,-25.083,20,1681844400,2193.006,270.4,35.4,35.8,971.4,5.69,7.69
2023,1,28,12,0,0,2023-01-28T12:00:00,76.537,-68.703,46,1674907200,2237.568,106.5,80.0,-3.52,995.49,66.72,3.9
2023,3,16,4,0,0,2023-03-16T04:00:00,-5.932,106.917,25,1678939200,2282.645,174.9,22.2,28.4,1013.12,74.11,52.15
2023,3,27,23,0,0,2023-03-27T23:00:00,16.883,-25.083,20,1679958000,2178.035,300.6,30.6,30.09,975.37,11.31,13.82
2023,1,2,8,0,0,2023-01-02T08:00:00,76.537,-68.703,46,1672646400,2254.624,66.4,47.9,-1.99,994.13,78.22,7.98
2023,2,21,20,0,0,2023-02-21T20:00:00,30.033,31.233,234,1677009600,2291.09,312.1,28.1,14.66,1008.07,61.71,12.48
2023,1,10,4,0,0,2023-01-10T04:00:00,-25.953,28.077,1400,1673323200,1817.744,77.5,21.5,16.35,855.03,78.35,18.81
2023,4,8,7,0,0,2023-04-08T07:00:00,40.649,16.705,287,1680937200,2210.859,136.8,47.6,10.1,986.27,74.99,10.24
2023,3,24,21,0,0,2023-03-24T21:00:00,-29.046,115.347,250,1679691600,2221.858,92.7,36.6,20.11,988.71,88.59,39.98
2023,3,12,13,0,0,2023-03-12T13:00:00,30.033,31.233,234,1678626000,2246.006,249.8,73.1,29.08,996.27,25.66,18.52
2023,4,12,10,0,0,2023-04-12T10:00:00,0.448,9.412,40,1681293600,2272.376,132.5,62.8,28.29,1009.06,81.34,55.2
2023,1,30,7,0,0,2023-01-30T07:00:00,-15.947,-47.928,1107,1675062000,2295.404,44.3,39.6,23.67,1014.74,83.45,45.83
2023,2,11,16,0,0,2023-02-11T16:00:00,-66.284,110.52,50,1676131200,2175.462,20.5,66.7,-0.86,972.32,79.41,9.67
2023,1,9,21,0,0,2023-01-09T21:00:00,-15.947,-47.928,1107,1673298000,2307.58,259.6,17.4,22.71,1016.47,69.49,29.8
2023,4,15,8,0,0,2023-04-15T08:00:00,26.209,50.586,10,1681545600,2315.21,177.9,43.9,23.64,1017.08,57.08,12.83
2023,1,26,23,0,0,2023-01-26T23:00:00,46.877,7.465,956,1674774000,2090.328,343.3,24.7,-1.49,945.94,82.73,6.83
2023,1,4,9,0,0,2023-01-04T09:00:00,30.033,31.233,234,1672822800,2276.072,152.4,72.0,18.71,1010.57,68.27,18.0
2023,3,8,1,0,0,2023-03-08T01:00:00,39.609,115.893,87,1678237200,2296.019,114.4,24.0,11.88,1010.71,41.79,7.47
2023,2,16,3,0,0,2023-02-16T03:00:00,16.883,-25.083,20,1676516400,2199.991,29.3,31.3,19.12,979.65,14.46,11.84
2023,2,7,8,0,0,2023-02-07T08:00:00,46.877,7.465,956,1675756800,2136.626,154.8,64.6,-2.44,960.66,82.6,3.51
2023,3,21,21,0,0,2023-03-21T21:00:00,-43.967,-176.55,147,1679432400,2339.563,140.1,37.8,8.74,1028.7,69.71,8.85
2023,4,5,18,0,0,2023-04-05T18:00:00,30.033,31.233,234,1680717600,2256.213,315.3,32.8,21.61,1004.81,39.33,12.2
2023,3,1,21,0,0,2023-03-01T21:00:00,13.021,77.572,844,1677704400,2015.452,28.3,16.0,19.27,919.58,76.83,16.33
2023,2,20,18,0,0,2023-02-20T18:00:00,76.537,-68.703,46,1676916000,2283.872,228.6,55.9,-5.52,1008.09,74.19,4.95
2023,1,30,5,0,0,2023-01-30T05:00:00,50.799,4.36,150,1675054800,2295.981,68.3,45.0,5.89,1011.77,90.79,12.78
2023,4,26,5,0,0,2023-04-26T05:00:00,16.883,-25.083,20,1682485200,2167.901,56.5,41.8,22.29,971.76,17.86,10.56
2023,1,5,2,0,0,2023-01-05T02:00:00,40.649,16.705,287,1672884000,2242.286,64.1,17.6,7.56,995.32,95.78,13.66
2023,2,2,5,0,0,2023-02-02T05:00:00,40.649,16.705,287,1675314000,2244.322,83.3,31.4,4.24,990.76,80.62,8.62
2023,2,15,2,0,0,2023-02-15T02:00:00,-43.967,-176.55,147,1676426400,2322.185,231.6,37.9,9.07,1025.62,79.89,17.33
2023,2,12,16,0,0,2023-02-12T16:00:00,-29.046,115.347,250,1676217600,2200.496,8.5,48.9,23.39,986.51,47.02,16.85
2023,2,7,20,0,0,2023-02-07T20:00:00,49.144,12.879,625,1675800000,2152.212,333.7,47.2,-5.59,965.37,73.96,3.39
2023,1,14,16,0,0,2023-01-14T16:00:00,39.609,115.893,87,1673712000,2336.743,12.9,55.9,-7.05,1026.35,27.86,1.53
2023,4,10,18,0,0,2023-04-10T18:00:00,50.799,4.36,150,1681149600,2289.44,267.7,46.9,11.02,1003.67,89.43,18.89
2023,2,11,4,0,0,2023-02-11T04:00:00,38.921,-77.066,85,1676088000,2345.432,338.9,18.3,10.61,1029.9,65.66,9.2
2023,3,25,6,0,0,2023-03-25T06:00:00,30.033,31.233,234,1679724000,2251.723,138.7,47.5,17.04,996.1,80.57,23.45
2023,4,4,22,0,0,2023-04-04T22:00:00,39.609,115.893,87,1680645600,2288.277,106.6,37.3,10.08,1006.41,80.39,17.87
2023,4,27,9,0,0,2023-04-27T09:00:00,-25.953,28.077,1400,1682586000,1839.469,139.7,73.5,23.33,855.41,55.25,21.46
2023,1,19,5,0,0,2023-01-19T05:00:00,40.649,16.705,287,1674104400,2166.738,73.0,25.5,9.11,971.61,77.81,11.4
2023,2,10,23,0,0,2023-02-10T23:00:00,-63.321,-57.902,15,1676070000,2184.033,267.7,28.6,0.65,976.52,96.28,8.86
2023,2,6,8,0,0,2023-02-06T08:00:00,-25.953,28.077,1400,1675670400,1809.952,125.7,45.9,23.92,850.6,59.62,25.25
2023,3,9,14,0,0,2023-03-09T14:00:00,16.883,-25.083,20,1678370400,2180.48,211.4,78.6,39.14,972.22,5.47,13.5
2023,4,12,10,0,0,2023-04-12T10:00:00,-29.046,115.347,250,1681293600,2213.378,290.1,80.7,21.32,987.29,57.11,14.13
2023,3,3,12,0,0,2023-03-03T12:00:00,26.209,50.586,10,1677844800,2318.051,234.2,84.8,20.8,1018.67,67.83,12.59
2023,3,5,15,0,0,2023-03-05T15:00:00,40.649,16.705,287,1678028400,2212.656,261.5,68.2,14.13,980.34,49.2,10.6
2023,1,27,22,0,0,2023-01-27T22:00:00,26.209,50.586,10,1674856800,2320.123,355.3,23.0,16.65,1021.01,64.26,9.3
2023,2,21,11,0,0,2023-02-21T11:00:00,46.877,7.465,956,1676977200,2117.724,202.2,58.4,11.09,949.99,60.05,9.38
2023,2,9,17,0,0,2023-02-09T17:00:00,26.209,50.586,10,1675962000,2341.807,306.6,44.4,17.18,1023.98,51.81,14.57
2023,1,8,16,0,0,2023-01-08T16:00:00,39.609,115.893,87,1673193600,2328.13,344.0,53.1,1.62,1019.69,34.23,6.38
2023,2,10,23,0,0,2023-02-10T23:00:00,76.537,-68.703,46,1676070000,2230.273,304.6,16.7,-8.38,991.78,80.86,3.24
2023,2,10,17,0,0,2023-02-10T17:00:00,30.033,31.233,234,1676048400,2272.698,313.5,61.0,14.84,1007.99,48.19,9.86
2023,3,29,21,0,0,2023-03-29T21:00:00,16.883,-25.083,20,1680123600,2209.102,293.0,19.8,30.36,978.03,6.69,8.91
2023,3,24,2,0,0,2023-03-24T02:00:00,0.448,9.412,40,1679623200,2283.23,13.3,31.2,24.63,1008.23,94.66,57.21
2023,4,12,4,0,0,2023-04-12T04:00:00,76.537,-68.703,46,1681272000,2319.603,341.6,38.0,0.22,1019.51,89.2,7.04
2023,3,9,22,0,0,2023-03-09T22:00:00,46.877,7.465,956,1678399200,2056.035,332.9,25.0,9.32,931.92,58.65,12.79
2023,3,24,1,0,0,2023-03-24T01:00:00,39.609,115.893,87,1679619600,2310.384,142.8,10.0,4.66,1018.54,19.26,4.26
2023,3,3,7,0,0,2023-03-03T07:00:00,0.448,9.412,40,1677826800,2272.817,140.9,41.6,27.02,1009.01,86.11,45.67
2023,1,17,23,0,0,2023-01-17T23:00:00,-66.284,110.52,50,1673996400,2136.06,107.1,19.9,-2.36,965.58,74.99,8.77
2023,3,20,20,0,0,2023-03-20T20:00:00,39.609,115.893,87,1679342400,2268.4,70.9,41.7,5.87,998.63,88.05,17.22
2023,3,5,9,0,0,2023-03-05T09:00:00,-43.967,-176.55,147,1678006800,2318.531,317.9,59.8,13.08,1020.87,89.79,23.84
2023,3,2,10,0,0,2023-03-02T10:00:00,-63.321,-57.902,15,1677751200,2187.298,79.3,75.4,0.09,976.04,87.25,7.95
2023,4,21,1,0,0,2023-04-21T01:00:00,-5.932,106.917,25,1682038800,2277.948,112.8,12.6,26.88,1010.5,86.5,56.34
2023,1,29,6,0,0,2023-01-29T06:00:00,30.033,31.233,234,1674972000,2266.669,143.1,57.8,14.89,1003.57,73.3,14.38
